,date,store_id,cat_id,sales,is_outlier
43,2011-03-13,TX_1,FOODS,4889.51,False
44,2011-03-14,TX_1,FOODS,3892.37,False
45,2011-03-15,TX_1,FOODS,4377.82,False
46,2011-03-16,TX_1,FOODS,3225.75,False
47,2011-03-17,TX_1,FOODS,3487.95,False
48,2011-03-18,TX_1,FOODS,3552.71,False
49,2011-03-19,TX_1,FOODS,3926.72,False
50,2011-03-20,TX_1,FOODS,4366.33,False
51,2011-03-21,TX_1,FOODS,3028.0,False
52,2011-03-22,TX_1,FOODS,2800.49,False
53,2011-03-23,TX_1,FOODS,2716.85,False
54,2011-03-24,TX_1,FOODS,2879.23,False
55,2011-03-25,TX_1,FOODS,2915.94,False
56,2011-03-26,TX_1,FOODS,3774.77,False
57,2011-03-27,TX_1,FOODS,4428.66,False
58,2011-03-28,TX_1,FOODS,2898.23,False
59,2011-03-29,TX_1,FOODS,2703.51,False
60,2011-03-30,TX_1,FOODS,2694.68,False
61,2011-03-31,TX_1,FOODS,2671.67,False
62,2011-04-01,TX_1,FOODS,4154.01,False
63,2011-04-02,TX_1,FOODS,4189.61,False
64,2011-04-03,TX_1,FOODS,4789.81,False
65,2011-04-04,TX_1,FOODS,3337.22,False
66,2011-04-05,TX_1,FOODS,3983.45,False
67,2011-04-06,TX_1,FOODS,3628.76,False
68,2011-04-07,TX_1,FOODS,3914.32,False
69,2011-04-08,TX_1,FOODS,3584.55,False
70,2011-04-09,TX_1,FOODS,5022.85,False
71,2011-04-10,TX_1,FOODS,4903.23,False
72,2011-04-11,TX_1,FOODS,4055.29,False
73,2011-04-12,TX_1,FOODS,4296.46,False
74,2011-04-13,TX_1,FOODS,3858.9,False
75,2011-04-14,TX_1,FOODS,3163.74,False
76,2011-04-15,TX_1,FOODS,4008.39,False
77,2011-04-16,TX_1,FOODS,4488.14,False
78,2011-04-17,TX_1,FOODS,4508.33,False
79,2011-04-18,TX_1,FOODS,3300.54,False
80,2011-04-19,TX_1,FOODS,3091.63,False
81,2011-04-20,TX_1,FOODS,2843.33,False
82,2011-04-21,TX_1,FOODS,2964.78,False
83,2011-04-22,TX_1,FOODS,3458.35,False
84,2011-04-23,TX_1,FOODS,4293.11,False
85,2011-04-24,TX_1,FOODS,4079.7,False
86,2011-04-25,TX_1,FOODS,2749.95,False
87,2011-04-26,TX_1,FOODS,2659.14,False
88,2011-04-27,TX_1,FOODS,2425.32,False
89,2011-04-28,TX_1,FOODS,2132.04,False
90,2011-04-29,TX_1,FOODS,2849.33,False
91,2011-04-30,TX_1,FOODS,3561.22,False
92,2011-05-01,TX_1,FOODS,4933.17,False
93,2011-05-02,TX_1,FOODS,3043.98,False
94,2011-05-03,TX_1,FOODS,3682.08,False
95,2011-05-04,TX_1,FOODS,2680.66,False
96,2011-05-05,TX_1,FOODS,3502.48,False
97,2011-05-06,TX_1,FOODS,5524.79,False
98,2011-05-07,TX_1,FOODS,4693.59,False
99,2011-05-08,TX_1,FOODS,3548.13,False
100,2011-05-09,TX_1,FOODS,4031.75,False
101,2011-05-10,TX_1,FOODS,3560.05,False
102,2011-05-11,TX_1,FOODS,3061.04,False
103,2011-05-12,TX_1,FOODS,3407.58,False
104,2011-05-13,TX_1,FOODS,4224.42,False
105,2011-05-14,TX_1,FOODS,4077.11,False
106,2011-05-15,TX_1,FOODS,5071.82,False
107,2011-05-16,TX_1,FOODS,3647.55,False
108,2011-05-17,TX_1,FOODS,3348.94,False
109,2011-05-18,TX_1,FOODS,2669.4,False
110,2011-05-19,TX_1,FOODS,2845.08,False
111,2011-05-20,TX_1,FOODS,3183.92,False
112,2011-05-21,TX_1,FOODS,3768.73,False
113,2011-05-22,TX_1,FOODS,4008.41,False
114,2011-05-23,TX_1,FOODS,2904.74,False
115,2011-05-24,TX_1,FOODS,2528.96,False
116,2011-05-25,TX_1,FOODS,2951.85,False
117,2011-05-26,TX_1,FOODS,2875.64,False
118,2011-05-27,TX_1,FOODS,2889.56,False
119,2011-05-28,TX_1,FOODS,3637.92,False
120,2011-05-29,TX_1,FOODS,3751.49,False
121,2011-05-30,TX_1,FOODS,3173.31,False
122,2011-05-31,TX_1,FOODS,2686.63,False
123,2011-06-01,TX_1,FOODS,4003.09,False
124,2011-06-02,TX_1,FOODS,3315.33,False
125,2011-06-03,TX_1,FOODS,4133.83,False
126,2011-06-04,TX_1,FOODS,4114.05,False
127,2011-06-05,TX_1,FOODS,4810.4800000000005,False
128,2011-06-06,TX_1,FOODS,4176.95,False
129,2011-06-07,TX_1,FOODS,4304.93,False
130,2011-06-08,TX_1,FOODS,3420.66,False
131,2011-06-09,TX_1,FOODS,3994.77,False
132,2011-06-10,TX_1,FOODS,3702.69,False
133,2011-06-11,TX_1,FOODS,4695.8,False
134,2011-06-12,TX_1,FOODS,5132.67,False
135,2011-06-13,TX_1,FOODS,4229.35,False
136,2011-06-14,TX_1,FOODS,3683.54,False
137,2011-06-15,TX_1,FOODS,4100.66,False
138,2011-06-16,TX_1,FOODS,3380.37,False
139,2011-06-17,TX_1,FOODS,3651.55,False
140,2011-06-18,TX_1,FOODS,4397.45,False
141,2011-06-19,TX_1,FOODS,4393.87,False
142,2011-06-20,TX_1,FOODS,3685.88,False
143,2011-06-21,TX_1,FOODS,3147.49,False
144,2011-06-22,TX_1,FOODS,2456.27,False
145,2011-06-23,TX_1,FOODS,3326.29,False
146,2011-06-24,TX_1,FOODS,3415.54,False
147,2011-06-25,TX_1,FOODS,3961.57,False
148,2011-06-26,TX_1,FOODS,4250.31,False
149,2011-06-27,TX_1,FOODS,3423.76,False
150,2011-06-28,TX_1,FOODS,2948.85,False
151,2011-06-29,TX_1,FOODS,2690.51,False
152,2011-06-30,TX_1,FOODS,2868.87,False
153,2011-07-01,TX_1,FOODS,4557.6,False
154,2011-07-02,TX_1,FOODS,4342.95,False
155,2011-07-03,TX_1,FOODS,4707.08,False
156,2011-07-04,TX_1,FOODS,3622.65,False
157,2011-07-05,TX_1,FOODS,3916.08,False
158,2011-07-06,TX_1,FOODS,4304.63,False
159,2011-07-07,TX_1,FOODS,4463.17,False
160,2011-07-08,TX_1,FOODS,3800.71,False
161,2011-07-09,TX_1,FOODS,4834.93,False
162,2011-07-10,TX_1,FOODS,4613.95,False
163,2011-07-11,TX_1,FOODS,4641.58,False
164,2011-07-12,TX_1,FOODS,4314.38,False
165,2011-07-13,TX_1,FOODS,4740.56,False
166,2011-07-14,TX_1,FOODS,3473.97,False
167,2011-07-15,TX_1,FOODS,4862.83,False
168,2011-07-16,TX_1,FOODS,4789.17,False
169,2011-07-17,TX_1,FOODS,5066.0,False
170,2011-07-18,TX_1,FOODS,3504.01,False
171,2011-07-19,TX_1,FOODS,3325.34,False
172,2011-07-20,TX_1,FOODS,3155.4,False
173,2011-07-21,TX_1,FOODS,3427.86,False
174,2011-07-22,TX_1,FOODS,3711.09,False
175,2011-07-23,TX_1,FOODS,4284.99,False
176,2011-07-24,TX_1,FOODS,4416.85,False
177,2011-07-25,TX_1,FOODS,3406.91,False
178,2011-07-26,TX_1,FOODS,3310.44,False
179,2011-07-27,TX_1,FOODS,2989.43,False
180,2011-07-28,TX_1,FOODS,3010.18,False
181,2011-07-29,TX_1,FOODS,3369.14,False
182,2011-07-30,TX_1,FOODS,3381.57,False
183,2011-07-31,TX_1,FOODS,4249.8,False
184,2011-08-01,TX_1,FOODS,4561.39,False
185,2011-08-02,TX_1,FOODS,3474.32,False
186,2011-08-03,TX_1,FOODS,4341.47,False
187,2011-08-04,TX_1,FOODS,3387.44,False
188,2011-08-05,TX_1,FOODS,4255.55,False
189,2011-08-06,TX_1,FOODS,5742.59,False
190,2011-08-07,TX_1,FOODS,5831.62,False
191,2011-08-08,TX_1,FOODS,3742.16,False
192,2011-08-09,TX_1,FOODS,4454.36,False
193,2011-08-10,TX_1,FOODS,3534.6,False
194,2011-08-11,TX_1,FOODS,4278.79,False
195,2011-08-12,TX_1,FOODS,4922.61,False
196,2011-08-13,TX_1,FOODS,6553.7,False
197,2011-08-14,TX_1,FOODS,5372.22,False
198,2011-08-15,TX_1,FOODS,4909.2,False
199,2011-08-16,TX_1,FOODS,4196.84,False
200,2011-08-17,TX_1,FOODS,4029.64,False
201,2011-08-18,TX_1,FOODS,4006.16,False
202,2011-08-19,TX_1,FOODS,4158.9800000000005,False
203,2011-08-20,TX_1,FOODS,5616.7,False
204,2011-08-21,TX_1,FOODS,6630.33,False
205,2011-08-22,TX_1,FOODS,4420.08,False
206,2011-08-23,TX_1,FOODS,3510.41,False
207,2011-08-24,TX_1,FOODS,3614.91,False
208,2011-08-25,TX_1,FOODS,3168.48,False
209,2011-08-26,TX_1,FOODS,3170.9,False
210,2011-08-27,TX_1,FOODS,4692.19,False
211,2011-08-28,TX_1,FOODS,5115.2,False
212,2011-08-29,TX_1,FOODS,3399.53,False
213,2011-08-30,TX_1,FOODS,3086.35,False
214,2011-08-31,TX_1,FOODS,3316.52,False
215,2011-09-01,TX_1,FOODS,4974.1,False
216,2011-09-02,TX_1,FOODS,4023.58,False
217,2011-09-03,TX_1,FOODS,5695.34,False
218,2011-09-04,TX_1,FOODS,4376.17,False
219,2011-09-05,TX_1,FOODS,5034.12,False
220,2011-09-06,TX_1,FOODS,4053.02,False
221,2011-09-07,TX_1,FOODS,4701.31,False
222,2011-09-08,TX_1,FOODS,3414.02,False
223,2011-09-09,TX_1,FOODS,4554.66,False
224,2011-09-10,TX_1,FOODS,5083.6900000000005,False
225,2011-09-11,TX_1,FOODS,6150.91,False
226,2011-09-12,TX_1,FOODS,4770.19,False
227,2011-09-13,TX_1,FOODS,4955.78,False
228,2011-09-14,TX_1,FOODS,4124.17,False
229,2011-09-15,TX_1,FOODS,5020.12,False
230,2011-09-16,TX_1,FOODS,4679.92,False
231,2011-09-17,TX_1,FOODS,5251.99,False
232,2011-09-18,TX_1,FOODS,4943.55,False
233,2011-09-19,TX_1,FOODS,3810.87,False
234,2011-09-20,TX_1,FOODS,3577.19,False
235,2011-09-21,TX_1,FOODS,3364.03,False
236,2011-09-22,TX_1,FOODS,3298.04,False
237,2011-09-23,TX_1,FOODS,3431.68,False
238,2011-09-24,TX_1,FOODS,4850.66,False
239,2011-09-25,TX_1,FOODS,5262.41,False
240,2011-09-26,TX_1,FOODS,3764.6,False
241,2011-09-27,TX_1,FOODS,3254.43,False
242,2011-09-28,TX_1,FOODS,2742.76,False
243,2011-09-29,TX_1,FOODS,2892.59,False
244,2011-09-30,TX_1,FOODS,3737.44,False
245,2011-10-01,TX_1,FOODS,6140.41,False
246,2011-10-02,TX_1,FOODS,5518.24,False
247,2011-10-03,TX_1,FOODS,4730.9,False
248,2011-10-04,TX_1,FOODS,3795.77,False
249,2011-10-05,TX_1,FOODS,4634.96,False
250,2011-10-06,TX_1,FOODS,4263.25,False
251,2011-10-07,TX_1,FOODS,4740.36,False
252,2011-10-08,TX_1,FOODS,5273.45,False
253,2011-10-09,TX_1,FOODS,5515.49,False
254,2011-10-10,TX_1,FOODS,4615.3,False
255,2011-10-11,TX_1,FOODS,4498.22,False
256,2011-10-12,TX_1,FOODS,4643.58,False
257,2011-10-13,TX_1,FOODS,4462.37,False
258,2011-10-14,TX_1,FOODS,4414.54,False
259,2011-10-15,TX_1,FOODS,6403.61,False
260,2011-10-16,TX_1,FOODS,5868.54,False
261,2011-10-17,TX_1,FOODS,4422.7,False
262,2011-10-18,TX_1,FOODS,3695.31,False
263,2011-10-19,TX_1,FOODS,3475.28,False
264,2011-10-20,TX_1,FOODS,3030.35,False
265,2011-10-21,TX_1,FOODS,3607.02,False
266,2011-10-22,TX_1,FOODS,4244.09,False
267,2011-10-23,TX_1,FOODS,4720.58,False
268,2011-10-24,TX_1,FOODS,3356.41,False
269,2011-10-25,TX_1,FOODS,3022.7,False
270,2011-10-26,TX_1,FOODS,3336.44,False
271,2011-10-27,TX_1,FOODS,2961.23,False
272,2011-10-28,TX_1,FOODS,3456.81,False
273,2011-10-29,TX_1,FOODS,4325.06,False
274,2011-10-30,TX_1,FOODS,4628.35,False
275,2011-10-31,TX_1,FOODS,3242.83,False
276,2011-11-01,TX_1,FOODS,4283.68,False
277,2011-11-02,TX_1,FOODS,3104.47,False
278,2011-11-03,TX_1,FOODS,3556.05,False
279,2011-11-04,TX_1,FOODS,3001.06,False
280,2011-11-05,TX_1,FOODS,5458.39,False
281,2011-11-06,TX_1,FOODS,5514.38,False
282,2011-11-07,TX_1,FOODS,4574.84,False
283,2011-11-08,TX_1,FOODS,3580.13,False
284,2011-11-09,TX_1,FOODS,4120.85,False
285,2011-11-10,TX_1,FOODS,3552.47,False
286,2011-11-11,TX_1,FOODS,3918.47,False
287,2011-11-12,TX_1,FOODS,5439.07,False
288,2011-11-13,TX_1,FOODS,6092.46,False
289,2011-11-14,TX_1,FOODS,4259.03,False
290,2011-11-15,TX_1,FOODS,4688.45,False
291,2011-11-16,TX_1,FOODS,3705.78,False
292,2011-11-17,TX_1,FOODS,3687.65,False
293,2011-11-18,TX_1,FOODS,3672.22,False
294,2011-11-19,TX_1,FOODS,4466.75,False
295,2011-11-20,TX_1,FOODS,4779.1,False
296,2011-11-21,TX_1,FOODS,3608.61,False
297,2011-11-22,TX_1,FOODS,3760.8,False
298,2011-11-23,TX_1,FOODS,5122.89,False
299,2011-11-24,TX_1,FOODS,3917.56,False
300,2011-11-25,TX_1,FOODS,2978.63,False
301,2011-11-26,TX_1,FOODS,3199.71,False
302,2011-11-27,TX_1,FOODS,3724.32,False
303,2011-11-28,TX_1,FOODS,3163.55,False
304,2011-11-29,TX_1,FOODS,2990.19,False
305,2011-11-30,TX_1,FOODS,3022.32,False
306,2011-12-01,TX_1,FOODS,4031.24,False
307,2011-12-02,TX_1,FOODS,3728.66,False
308,2011-12-03,TX_1,FOODS,5462.67,False
309,2011-12-04,TX_1,FOODS,4970.23,False
310,2011-12-05,TX_1,FOODS,4676.09,False
311,2011-12-06,TX_1,FOODS,4636.33,False
312,2011-12-07,TX_1,FOODS,4269.27,False
313,2011-12-08,TX_1,FOODS,3260.93,False
314,2011-12-09,TX_1,FOODS,4370.74,False
315,2011-12-10,TX_1,FOODS,4573.57,False
316,2011-12-11,TX_1,FOODS,6399.92,False
317,2011-12-12,TX_1,FOODS,4685.9,False
318,2011-12-13,TX_1,FOODS,5007.15,False
319,2011-12-14,TX_1,FOODS,4376.84,False
320,2011-12-15,TX_1,FOODS,5442.6,False
321,2011-12-16,TX_1,FOODS,4364.73,False
322,2011-12-17,TX_1,FOODS,5044.59,False
323,2011-12-18,TX_1,FOODS,4489.8,False
324,2011-12-19,TX_1,FOODS,3962.66,False
325,2011-12-20,TX_1,FOODS,3843.41,False
326,2011-12-21,TX_1,FOODS,3821.75,False
327,2011-12-22,TX_1,FOODS,4153.19,False
328,2011-12-23,TX_1,FOODS,5116.51,False
329,2011-12-24,TX_1,FOODS,5358.52,False
330,2011-12-25,TX_1,FOODS,,True
331,2011-12-26,TX_1,FOODS,4573.1,False
332,2011-12-27,TX_1,FOODS,3649.6,False
333,2011-12-28,TX_1,FOODS,3482.41,False
334,2011-12-29,TX_1,FOODS,3460.31,False
335,2011-12-30,TX_1,FOODS,4377.43,False
336,2011-12-31,TX_1,FOODS,5141.41,False
337,2012-01-01,TX_1,FOODS,4286.29,False
338,2012-01-02,TX_1,FOODS,4377.51,False
339,2012-01-03,TX_1,FOODS,4441.05,False
340,2012-01-04,TX_1,FOODS,3617.45,False
341,2012-01-05,TX_1,FOODS,4202.9,False
342,2012-01-06,TX_1,FOODS,4958.01,False
343,2012-01-07,TX_1,FOODS,5692.88,False
344,2012-01-08,TX_1,FOODS,5835.55,False
345,2012-01-09,TX_1,FOODS,3716.53,False
346,2012-01-10,TX_1,FOODS,3965.98,False
347,2012-01-11,TX_1,FOODS,4728.81,False
348,2012-01-12,TX_1,FOODS,4252.36,False
349,2012-01-13,TX_1,FOODS,5090.79,False
350,2012-01-14,TX_1,FOODS,5344.01,False
351,2012-01-15,TX_1,FOODS,6238.53,False
352,2012-01-16,TX_1,FOODS,4963.05,False
353,2012-01-17,TX_1,FOODS,3437.68,False
354,2012-01-18,TX_1,FOODS,3499.76,False
355,2012-01-19,TX_1,FOODS,3699.94,False
356,2012-01-20,TX_1,FOODS,3869.41,False
357,2012-01-21,TX_1,FOODS,5064.21,False
358,2012-01-22,TX_1,FOODS,4643.19,False
359,2012-01-23,TX_1,FOODS,3607.13,False
360,2012-01-24,TX_1,FOODS,3002.42,False
361,2012-01-25,TX_1,FOODS,2776.64,False
362,2012-01-26,TX_1,FOODS,3260.03,False
363,2012-01-27,TX_1,FOODS,3664.6,False
364,2012-01-28,TX_1,FOODS,4204.29,False
365,2012-01-29,TX_1,FOODS,4741.39,False
366,2012-01-30,TX_1,FOODS,3705.93,False
367,2012-01-31,TX_1,FOODS,3116.46,False
368,2012-02-01,TX_1,FOODS,4840.91,False
369,2012-02-02,TX_1,FOODS,3669.68,False
370,2012-02-03,TX_1,FOODS,4762.84,False
371,2012-02-04,TX_1,FOODS,5458.15,False
372,2012-02-05,TX_1,FOODS,6760.04,False
373,2012-02-06,TX_1,FOODS,4638.65,False
374,2012-02-07,TX_1,FOODS,4658.84,False
375,2012-02-08,TX_1,FOODS,3796.49,False
376,2012-02-09,TX_1,FOODS,4180.85,False
377,2012-02-10,TX_1,FOODS,3889.72,False
378,2012-02-11,TX_1,FOODS,5618.84,False
379,2012-02-12,TX_1,FOODS,6653.67,False
380,2012-02-13,TX_1,FOODS,5586.45,False
381,2012-02-14,TX_1,FOODS,3990.71,False
382,2012-02-15,TX_1,FOODS,4310.9,False
383,2012-02-16,TX_1,FOODS,3561.48,False
384,2012-02-17,TX_1,FOODS,3559.24,False
385,2012-02-18,TX_1,FOODS,4681.92,False
386,2012-02-19,TX_1,FOODS,6000.72,False
387,2012-02-20,TX_1,FOODS,4510.77,False
388,2012-02-21,TX_1,FOODS,3584.34,False
389,2012-02-22,TX_1,FOODS,3723.0,False
390,2012-02-23,TX_1,FOODS,3753.25,False
391,2012-02-24,TX_1,FOODS,4128.61,False
392,2012-02-25,TX_1,FOODS,4534.64,False
393,2012-02-26,TX_1,FOODS,5504.11,False
394,2012-02-27,TX_1,FOODS,3905.35,False
395,2012-02-28,TX_1,FOODS,3653.55,False
396,2012-02-29,TX_1,FOODS,3516.04,False
397,2012-03-01,TX_1,FOODS,4861.68,False
398,2012-03-02,TX_1,FOODS,4542.94,False
399,2012-03-03,TX_1,FOODS,5680.07,False
400,2012-03-04,TX_1,FOODS,6221.61,False
401,2012-03-05,TX_1,FOODS,5139.82,False
402,2012-03-06,TX_1,FOODS,4936.67,False
403,2012-03-07,TX_1,FOODS,4430.19,False
404,2012-03-08,TX_1,FOODS,4451.26,False
405,2012-03-09,TX_1,FOODS,4624.68,False
406,2012-03-10,TX_1,FOODS,5698.76,False
407,2012-03-11,TX_1,FOODS,6414.36,False
408,2012-03-12,TX_1,FOODS,6078.57,False
409,2012-03-13,TX_1,FOODS,5987.58,False
410,2012-03-14,TX_1,FOODS,4974.94,False
411,2012-03-15,TX_1,FOODS,5673.76,False
412,2012-03-16,TX_1,FOODS,5370.03,False
413,2012-03-17,TX_1,FOODS,5369.75,False
414,2012-03-18,TX_1,FOODS,6385.86,False
415,2012-03-19,TX_1,FOODS,4430.99,False
416,2012-03-20,TX_1,FOODS,4118.59,False
417,2012-03-21,TX_1,FOODS,4034.26,False
418,2012-03-22,TX_1,FOODS,3552.78,False
419,2012-03-23,TX_1,FOODS,4388.42,False
420,2012-03-24,TX_1,FOODS,5298.8,False
421,2012-03-25,TX_1,FOODS,5729.58,False
422,2012-03-26,TX_1,FOODS,4423.46,False
423,2012-03-27,TX_1,FOODS,3853.74,False
424,2012-03-28,TX_1,FOODS,3557.64,False
425,2012-03-29,TX_1,FOODS,3458.85,False
426,2012-03-30,TX_1,FOODS,4101.74,False
427,2012-03-31,TX_1,FOODS,4764.24,False
428,2012-04-01,TX_1,FOODS,6901.63,False
429,2012-04-02,TX_1,FOODS,4149.77,False
430,2012-04-03,TX_1,FOODS,5445.93,False
431,2012-04-04,TX_1,FOODS,4265.41,False
432,2012-04-05,TX_1,FOODS,5144.72,False
433,2012-04-06,TX_1,FOODS,6531.68,False
434,2012-04-07,TX_1,FOODS,,True
435,2012-04-08,TX_1,FOODS,,True
436,2012-04-09,TX_1,FOODS,4877.42,False
437,2012-04-10,TX_1,FOODS,4309.61,False
438,2012-04-11,TX_1,FOODS,5017.4800000000005,False
439,2012-04-12,TX_1,FOODS,5284.84,False
440,2012-04-13,TX_1,FOODS,5656.37,False
441,2012-04-14,TX_1,FOODS,6104.81,False
442,2012-04-15,TX_1,FOODS,7137.9800000000005,False
443,2012-04-16,TX_1,FOODS,4662.85,False
444,2012-04-17,TX_1,FOODS,4530.85,False
445,2012-04-18,TX_1,FOODS,4230.63,False
446,2012-04-19,TX_1,FOODS,4081.17,False
447,2012-04-20,TX_1,FOODS,3502.27,False
448,2012-04-21,TX_1,FOODS,5616.81,False
449,2012-04-22,TX_1,FOODS,6026.18,False
450,2012-04-23,TX_1,FOODS,4435.84,False
451,2012-04-24,TX_1,FOODS,4245.08,False
452,2012-04-25,TX_1,FOODS,4045.76,False
453,2012-04-26,TX_1,FOODS,3859.43,False
454,2012-04-27,TX_1,FOODS,3772.64,False
455,2012-04-28,TX_1,FOODS,5645.13,False
456,2012-04-29,TX_1,FOODS,5708.57,False
457,2012-04-30,TX_1,FOODS,4477.63,False
458,2012-05-01,TX_1,FOODS,5690.65,False
459,2012-05-02,TX_1,FOODS,4481.59,False
460,2012-05-03,TX_1,FOODS,4929.74,False
461,2012-05-04,TX_1,FOODS,4712.91,False
462,2012-05-05,TX_1,FOODS,6856.95,False
463,2012-05-06,TX_1,FOODS,,True
464,2012-05-07,TX_1,FOODS,6151.02,False
465,2012-05-08,TX_1,FOODS,4524.2,False
466,2012-05-09,TX_1,FOODS,4679.18,False
467,2012-05-10,TX_1,FOODS,4612.36,False
468,2012-05-11,TX_1,FOODS,5066.15,False
469,2012-05-12,TX_1,FOODS,6535.41,False
470,2012-05-13,TX_1,FOODS,6783.7,False
471,2012-05-14,TX_1,FOODS,5098.22,False
472,2012-05-15,TX_1,FOODS,5404.05,False
473,2012-05-16,TX_1,FOODS,4454.55,False
474,2012-05-17,TX_1,FOODS,4209.83,False
475,2012-05-18,TX_1,FOODS,4914.37,False
476,2012-05-19,TX_1,FOODS,6020.27,False
477,2012-05-20,TX_1,FOODS,6456.37,False
478,2012-05-21,TX_1,FOODS,4378.42,False
479,2012-05-22,TX_1,FOODS,4077.5,False
480,2012-05-23,TX_1,FOODS,3907.96,False
481,2012-05-24,TX_1,FOODS,4300.46,False
482,2012-05-25,TX_1,FOODS,4531.92,False
483,2012-05-26,TX_1,FOODS,5713.73,False
484,2012-05-27,TX_1,FOODS,5701.02,False
485,2012-05-28,TX_1,FOODS,5275.4,False
486,2012-05-29,TX_1,FOODS,4811.37,False
487,2012-05-30,TX_1,FOODS,4554.67,False
488,2012-05-31,TX_1,FOODS,3771.88,False
489,2012-06-01,TX_1,FOODS,5683.4400000000005,False
490,2012-06-02,TX_1,FOODS,5514.14,False
491,2012-06-03,TX_1,FOODS,6708.45,False
492,2012-06-04,TX_1,FOODS,5085.37,False
493,2012-06-05,TX_1,FOODS,5349.74,False
494,2012-06-06,TX_1,FOODS,5411.07,False
495,2012-06-07,TX_1,FOODS,5504.09,False
496,2012-06-08,TX_1,FOODS,4928.85,False
497,2012-06-09,TX_1,FOODS,6316.61,False
498,2012-06-10,TX_1,FOODS,6604.06,False
499,2012-06-11,TX_1,FOODS,5922.46,False
500,2012-06-12,TX_1,FOODS,5609.46,False
501,2012-06-13,TX_1,FOODS,5001.6,False
502,2012-06-14,TX_1,FOODS,4578.46,False
503,2012-06-15,TX_1,FOODS,6496.33,False
504,2012-06-16,TX_1,FOODS,5846.66,False
505,2012-06-17,TX_1,FOODS,6439.03,False
506,2012-06-18,TX_1,FOODS,5004.7,False
507,2012-06-19,TX_1,FOODS,4134.45,False
508,2012-06-20,TX_1,FOODS,4595.22,False
509,2012-06-21,TX_1,FOODS,4125.18,False
510,2012-06-22,TX_1,FOODS,4665.46,False
511,2012-06-23,TX_1,FOODS,5421.61,False
512,2012-06-24,TX_1,FOODS,6052.82,False
513,2012-06-25,TX_1,FOODS,4494.41,False
514,2012-06-26,TX_1,FOODS,3898.65,False
515,2012-06-27,TX_1,FOODS,3865.27,False
516,2012-06-28,TX_1,FOODS,3354.77,False
517,2012-06-29,TX_1,FOODS,4474.29,False
518,2012-06-30,TX_1,FOODS,4682.49,False
519,2012-07-01,TX_1,FOODS,6279.6900000000005,False
520,2012-07-02,TX_1,FOODS,4457.22,False
521,2012-07-03,TX_1,FOODS,5207.1,False
522,2012-07-04,TX_1,FOODS,4820.12,False
523,2012-07-05,TX_1,FOODS,4472.89,False
524,2012-07-06,TX_1,FOODS,5754.43,False
525,2012-07-07,TX_1,FOODS,6814.95,False
526,2012-07-08,TX_1,FOODS,5341.08,False
527,2012-07-09,TX_1,FOODS,5034.45,False
528,2012-07-10,TX_1,FOODS,4013.45,False
529,2012-07-11,TX_1,FOODS,4948.03,False
530,2012-07-12,TX_1,FOODS,4935.55,False
531,2012-07-13,TX_1,FOODS,5678.28,False
532,2012-07-14,TX_1,FOODS,5782.12,False
533,2012-07-15,TX_1,FOODS,,True
534,2012-07-16,TX_1,FOODS,4665.4800000000005,False
535,2012-07-17,TX_1,FOODS,4332.59,False
